"ds","Residuals"
1998-01-01,0.00638735489669115
1999-01-01,-0.1142851519048
2000-01-01,-0.0645282045943349
2001-01-01,0.0344756199077971
2002-01-01,-0.0333301104039681
2003-01-01,-0.0344860890319687
2004-01-01,-3.5732601006318e-06
2005-01-01,-3.57476112075877e-10
2006-01-01,-3.56857400772359e-14
2007-01-01,0.0357142857142857
2008-01-01,0.120693521241723
2009-01-01,0.0153955552789425
2010-01-01,0.0303045931142035
2011-01-01,0.0294147938085876
2012-01-01,-0.028568651619962
2013-01-01,-2.9420979226586e-06
2014-01-01,-0.0588235296887841
2015-01-01,-0.296879396333359
2016-01-01,-0.111148656805359
2017-01-01,-0.0500118843115999
2018-01-01,-5.26663875359578e-06
2019-01-01,-0.0263157899867046
2020-01-01,-2.70382066238184e-06
2021-01-01,0.0810810807886536
