"ds","yhat","yhat_lower","yhat_upper","trend"
2010-01-01,9.23157388799872,8.84528028845505,9.60691840897972,1.44471542089815
2011-01-01,8.81142808692851,8.44619103819171,9.1872863213344,0.905539645856062
2012-01-01,8.4108128774475,7.99818318827177,8.77012490585221,0.366363865099194
2013-01-01,7.51323237172648,7.12909840595367,7.89146885330013,-0.174306347289563
2014-01-01,7.07335488701838,6.7012049527039,7.4392789862163,-0.713503580082653
2015-01-01,6.65317695489018,6.31431285075958,7.04630568683598,-1.25271148618235
2016-01-01,6.2522488725343,5.87136708274304,6.6269031854625,-1.79220013981389
2017-01-01,5.3542754655488,4.97855356085569,5.7478107081876,-2.33326325346727
2018-01-01,4.91401039114412,4.5337398148729,5.27828161118369,-2.87284807595647
2019-01-01,4.49345554262727,4.11966061121854,4.84864815905344,-3.41243289844568
2020-01-01,4.09243129141302,3.69688616278126,4.48802493412048,-3.95201772093488
2021-01-01,3.19445786101004,2.82681463883654,3.58191002026893,-4.49308085800625
2022-01-01,2.75419278660528,2.39876022294442,3.12405627308767,-5.03266568049546
2023-01-01,2.33363793808766,1.95895433491528,2.70654409241027,-5.57225050298466
2024-01-01,1.93261368687482,1.56322621491118,2.28505910729895,-6.11183532547387
2025-01-01,1.03464025647075,0.670773428754955,1.40803172372623,-6.65289846254524
2026-01-01,0.594375182066425,0.239001445361407,0.956794311943814,-7.19248328503444
2027-01-01,0.173820333549426,-0.218153743743005,0.536499797679221,-7.73206810752365
2028-01-01,-0.227203917664957,-0.580906017732988,0.164964390510611,-8.27165293001285
2029-01-01,-1.12517734806791,-1.51764362351837,-0.742963445279618,-8.81271606708422
2030-01-01,-1.5654424224734,-1.96117195530629,-1.22095968547123,-9.35230088957342
2031-01-01,-1.98599727098954,-2.3739967358765,-1.61320439124952,-9.89188571206263
2032-01-01,-2.38702152220302,-2.80226666587952,-2.02218367743465,-10.4314705345518
