"","k","m","delta.1","delta.2","delta.3","delta.4","delta.5","delta.6","delta.7","delta.8","delta.9","delta.10","delta.11","sigma_obs","beta.1","beta.2","beta.3","beta.4","beta.5","beta.6","beta.7","beta.8","beta.9","beta.10","beta.11","beta.12","beta.13","beta.14","beta.15","beta.16","beta.17","beta.18","beta.19","beta.20","trend"
"1",0.602585139784701,-0.189584960048803,-5.94004212498772e-11,4.51413938050868e-10,-5.67913391691599e-10,4.191407248136e-10,-5.92534168073001e-10,1.95671648989126e-10,1.47817379733651e-10,5.68875082274142e-10,-8.5989179681339e-10,-4.34933314234769e-10,-1.61544286038921e-10,0.218925867961187,0.00113736317553207,-0.735671420260069,0.00204347950333597,-0.673530968309573,0.00248712344142494,-0.569968140034305,0.00223711206871834,-0.424989822523654,0.00106232703486234,-0.238605657110687,-0.00126826468420153,-0.0108280386193921,-0.00498558990501808,0.258327885657637,-0.0103204457693628,0.568844217046889,-0.0175034805618755,0.920700306313256,-0.0267651733353567,1.31387275588567,-0.189584960048803
"2",0.602585139784701,-0.189584960048803,-5.94004212498772e-11,4.51413938050868e-10,-5.67913391691599e-10,4.191407248136e-10,-5.92534168073001e-10,1.95671648989126e-10,1.47817379733651e-10,5.68875082274142e-10,-8.5989179681339e-10,-4.34933314234769e-10,-1.61544286038921e-10,0.218925867961187,0.00113736317553207,-0.735671420260069,0.00204347950333597,-0.673530968309573,0.00248712344142494,-0.569968140034305,0.00223711206871834,-0.424989822523654,0.00106232703486234,-0.238605657110687,-0.00126826468420153,-0.0108280386193921,-0.00498558990501808,0.258327885657637,-0.0103204457693628,0.568844217046889,-0.0175034805618755,0.920700306313256,-0.0267651733353567,1.31387275588567,-0.14657683020496
"3",0.602585139784701,-0.189584960048803,-5.94004212498772e-11,4.51413938050868e-10,-5.67913391691599e-10,4.191407248136e-10,-5.92534168073001e-10,1.95671648989126e-10,1.47817379733651e-10,5.68875082274142e-10,-8.5989179681339e-10,-4.34933314234769e-10,-1.61544286038921e-10,0.218925867961187,0.00113736317553207,-0.735671420260069,0.00204347950333597,-0.673530968309573,0.00248712344142494,-0.569968140034305,0.00223711206871834,-0.424989822523654,0.00106232703486234,-0.238605657110687,-0.00126826468420153,-0.0108280386193921,-0.00498558990501808,0.258327885657637,-0.0103204457693628,0.568844217046889,-0.0175034805618755,0.920700306313256,-0.0267651733353567,1.31387275588567,-0.103450869872644
"4",0.602585139784701,-0.189584960048803,-5.94004212498772e-11,4.51413938050868e-10,-5.67913391691599e-10,4.191407248136e-10,-5.92534168073001e-10,1.95671648989126e-10,1.47817379733651e-10,5.68875082274142e-10,-8.5989179681339e-10,-4.34933314234769e-10,-1.61544286038921e-10,0.218925867961187,0.00113736317553207,-0.735671420260069,0.00204347950333597,-0.673530968309573,0.00248712344142494,-0.569968140034305,0.00223711206871834,-0.424989822523654,0.00106232703486234,-0.238605657110687,-0.00126826468420153,-0.0108280386193921,-0.00498558990501808,0.258327885657637,-0.0103204457693628,0.568844217046889,-0.0175034805618755,0.920700306313256,-0.0267651733353567,1.31387275588567,-0.0604427400008216
"5",0.602585139784701,-0.189584960048803,-5.94004212498772e-11,4.51413938050868e-10,-5.67913391691599e-10,4.191407248136e-10,-5.92534168073001e-10,1.95671648989126e-10,1.47817379733651e-10,5.68875082274142e-10,-8.5989179681339e-10,-4.34933314234769e-10,-1.61544286038921e-10,0.218925867961187,0.00113736317553207,-0.735671420260069,0.00204347950333597,-0.673530968309573,0.00248712344142494,-0.569968140034305,0.00223711206871834,-0.424989822523654,0.00106232703486234,-0.238605657110687,-0.00126826468420153,-0.0108280386193921,-0.00498558990501808,0.258327885657637,-0.0103204457693628,0.568844217046889,-0.0175034805618755,0.920700306313256,-0.0267651733353567,1.31387275588567,-0.0174346101695325
"6",0.602585139784701,-0.189584960048803,-5.94004212498772e-11,4.51413938050868e-10,-5.67913391691599e-10,4.191407248136e-10,-5.92534168073001e-10,1.95671648989126e-10,1.47817379733651e-10,5.68875082274142e-10,-8.5989179681339e-10,-4.34933314234769e-10,-1.61544286038921e-10,0.218925867961187,0.00113736317553207,-0.735671420260069,0.00204347950333597,-0.673530968309573,0.00248712344142494,-0.569968140034305,0.00223711206871834,-0.424989822523654,0.00106232703486234,-0.238605657110687,-0.00126826468420153,-0.0108280386193921,-0.00498558990501808,0.258327885657637,-0.0103204457693628,0.568844217046889,-0.0175034805618755,0.920700306313256,-0.0267651733353567,1.31387275588567,0.0255735196916718
"7",0.602585139784701,-0.189584960048803,-5.94004212498772e-11,4.51413938050868e-10,-5.67913391691599e-10,4.191407248136e-10,-5.92534168073001e-10,1.95671648989126e-10,1.47817379733651e-10,5.68875082274142e-10,-8.5989179681339e-10,-4.34933314234769e-10,-1.61544286038921e-10,0.218925867961187,0.00113736317553207,-0.735671420260069,0.00204347950333597,-0.673530968309573,0.00248712344142494,-0.569968140034305,0.00223711206871834,-0.424989822523654,0.00106232703486234,-0.238605657110687,-0.00126826468420153,-0.0108280386193921,-0.00498558990501808,0.258327885657637,-0.0103204457693628,0.568844217046889,-0.0175034805618755,0.920700306313256,-0.0267651733353567,1.31387275588567,0.0686994800032399
"8",0.602585139784701,-0.189584960048803,-5.94004212498772e-11,4.51413938050868e-10,-5.67913391691599e-10,4.191407248136e-10,-5.92534168073001e-10,1.95671648989126e-10,1.47817379733651e-10,5.68875082274142e-10,-8.5989179681339e-10,-4.34933314234769e-10,-1.61544286038921e-10,0.218925867961187,0.00113736317553207,-0.735671420260069,0.00204347950333597,-0.673530968309573,0.00248712344142494,-0.569968140034305,0.00223711206871834,-0.424989822523654,0.00106232703486234,-0.238605657110687,-0.00126826468420153,-0.0108280386193921,-0.00498558990501808,0.258327885657637,-0.0103204457693628,0.568844217046889,-0.0175034805618755,0.920700306313256,-0.0267651733353567,1.31387275588567,0.111707609836119
"9",0.602585139784701,-0.189584960048803,-5.94004212498772e-11,4.51413938050868e-10,-5.67913391691599e-10,4.191407248136e-10,-5.92534168073001e-10,1.95671648989126e-10,1.47817379733651e-10,5.68875082274142e-10,-8.5989179681339e-10,-4.34933314234769e-10,-1.61544286038921e-10,0.218925867961187,0.00113736317553207,-0.735671420260069,0.00204347950333597,-0.673530968309573,0.00248712344142494,-0.569968140034305,0.00223711206871834,-0.424989822523654,0.00106232703486234,-0.238605657110687,-0.00126826468420153,-0.0108280386193921,-0.00498558990501808,0.258327885657637,-0.0103204457693628,0.568844217046889,-0.0175034805618755,0.920700306313256,-0.0267651733353567,1.31387275588567,0.154715739679548
"10",0.602585139784701,-0.189584960048803,-5.94004212498772e-11,4.51413938050868e-10,-5.67913391691599e-10,4.191407248136e-10,-5.92534168073001e-10,1.95671648989126e-10,1.47817379733651e-10,5.68875082274142e-10,-8.5989179681339e-10,-4.34933314234769e-10,-1.61544286038921e-10,0.218925867961187,0.00113736317553207,-0.735671420260069,0.00204347950333597,-0.673530968309573,0.00248712344142494,-0.569968140034305,0.00223711206871834,-0.424989822523654,0.00106232703486234,-0.238605657110687,-0.00126826468420153,-0.0108280386193921,-0.00498558990501808,0.258327885657637,-0.0103204457693628,0.568844217046889,-0.0175034805618755,0.920700306313256,-0.0267651733353567,1.31387275588567,0.19772386956358
