"ds","yhat","yhat_lower","yhat_upper","trend"
2003-01-01,0.655976422152628,-0.231357712459658,1.45017324057323,-0.568754880146409
2004-01-01,0.772335167103208,-0.0503677618577763,1.57868969069027,-0.439730490614879
2005-01-01,0.900879096229663,0.0476790007931832,1.7387223014411,-0.310352609617933
2006-01-01,1.04312513413484,0.202067088519372,1.92123785977964,-0.181328220002465
2007-01-01,1.17242747179044,0.320845217480901,1.99248696563316,-0.0523038305085975
2008-01-01,1.28878621679309,0.455955125986753,2.13642369181032,0.0767205590750155
2009-01-01,1.41733014585719,0.605076162449596,2.27313119817419,0.20609844000972
2010-01-01,1.55957618364566,0.729569650407342,2.38054124592305,0.335122829508358
2011-01-01,1.6888785213377,0.925601275630618,2.62455102997637,0.464147219038645
2012-01-01,1.80523726640885,0.997800893892093,2.67753667056364,0.59317160869074
2013-01-01,1.93378119548416,1.1625870988725,2.79935589694404,0.72254948963671
2014-01-01,2.0760272331489,1.19280059276175,2.91835994417194,0.851573879011559
2015-01-01,2.20532957065086,1.41828964643039,2.98060514291526,0.980598268351818
2016-01-01,2.32168831541021,1.48519645109574,3.11344842766277,1.10962265769208
2017-01-01,2.45023224435745,1.64793403927416,3.25362769860623,1.23900053850998
2018-01-01,2.59247828198755,1.73995019124617,3.43920754853372,1.36802492785024
2019-01-01,2.72178061948951,1.8826904293146,3.61267696827749,1.4970493171905
2020-01-01,2.83813936424894,2.01044475792434,3.6498361516336,1.62607370653076
2021-01-01,2.9666832931962,2.03773886717506,3.75015927206721,1.75545158734866
2022-01-01,3.10892933082624,2.28760270125193,3.94969251100907,1.88447597668892
2023-01-01,3.23823166832824,2.36366116198189,4.088157049215,2.01350036602918
2024-01-01,3.35459041308749,2.55231533829203,4.2172399408375,2.14252475536944
2025-01-01,3.48313434203476,2.66401074434936,4.29913754919721,2.27190263618735
2026-01-01,3.62538037966493,2.78324734945904,4.47728330388328,2.4009270255276
2027-01-01,3.75468271716687,2.93811568185959,4.5611932867783,2.52995141486786
2028-01-01,3.87104146192629,3.02334083207594,4.72008247298005,2.65897580420812
2029-01-01,3.99958539087357,3.20156881962793,4.87684352763316,2.78835368502603
