"ds","Prophet_Forecast","Prophet_Lower95","Prophet_Upper95","ETS_Forecast","ETS_Lower95","ETS_Upper95","LM_Forecast","LM_Lower95","LM_Upper95","ARIMA_Auto_Forecast","ARIMA_Auto_Lower95","ARIMA_Auto_Upper95"
2018-01-01,2.59247828198755,1.73995019124617,3.43920754853372,1.33096724444558,0.254585629904845,2.40734885898631,2.45845265474069,0.748729739108799,4.16817557037258,1.3,0.222656302537803,2.3773436974622
2019-01-01,2.72178061948951,1.8826904293146,3.61267696827749,1.33096724444558,-0.153564196921196,2.81549868581235,2.45845415004941,0.748730836234636,4.16817746386419,1.3,-0.223594068288216,2.82359406828822
2020-01-01,2.83813936424894,2.01044475792434,3.6498361516336,1.33096724444558,-0.509211596898239,3.17114608578939,2.45845564535814,0.748731933359908,4.16817935735637,1.3,-0.566014021218639,3.16601402121864
2021-01-01,2.9666832931962,2.03773886717506,3.75015927206721,1.33096724444558,-0.84248098300723,3.50441547189839,2.45845714066686,0.748733030484616,4.1681812508491,1.3,-0.854687394924394,3.45468739492439
2022-01-01,3.10892933082624,2.28760270125193,3.94969251100907,1.33096724444558,-1.166443439386,3.82837792827716,2.45845863597558,0.748734127608758,4.16818314434241,1.3,-1.10901374265644,3.70901374265644
2023-01-01,3.23823166832824,2.36366116198189,4.088157049215,1.33096724444558,-1.48840323354804,4.1503377224392,2.45846013128431,0.748735224732335,4.16818503783628,1.3,-1.33894233638576,3.93894233638576
2024-01-01,3.35459041308749,2.55231533829203,4.2172399408375,1.33096724444558,-1.81312465284879,4.47505914173995,2.45846162659303,0.748736321855347,4.16818693133071,1.3,-1.55038350002778,4.15038350002778
2025-01-01,3.48313434203476,2.66401074434936,4.29913754919721,1.33096724444558,-2.14407818642377,4.80601267531493,2.45846312190175,0.748737418977793,4.16818882482571,1.3,-1.74718813657643,4.34718813657643
2026-01-01,3.62538037966493,2.78324734945904,4.47728330388328,1.33096724444558,-2.48401502359428,5.14594951248544,2.45846461721047,0.748738516099675,4.16819071832127,1.3,-1.93203109238659,4.53203109238659
2027-01-01,3.75468271716687,2.93811568185959,4.5611932867783,1.33096724444558,-2.83526586326672,5.49720035215787,2.4584661125192,0.748739613220992,4.1681926118174,1.3,-2.10685990680791,4.70685990680791
2028-01-01,3.87104146192629,3.02334083207594,4.72008247298005,1.33096724444558,-3.19991095101704,5.8618454399082,2.45846760782792,0.748740710341743,4.1681945053141,1.3,-2.27314481473627,4.87314481473627
2029-01-01,3.99958539087357,3.20156881962793,4.87684352763316,1.33096724444558,-3.57988403734019,6.24181852623135,2.45846910313664,0.74874180746193,4.16819639881136,1.3,-2.43202804243728,5.03202804243728
