"Model","MAE","MAPE","RMSE","R_Squared","AIC","BIC"
"Prophet",0.171855589539741,6.66605840093018,0.20029861863067,NA,NA,NA
"ETS",0.167733655655685,6.49241220606253,0.201535084125055,NA,1.01269325258729,3.84601019008661
"Linear Regression",0.172299395152596,6.67166661924905,0.202559182630123,0.139842606801986,-0.755816397088168,2.07750054041115
"ARIMA(Auto)",0.16282568069827,6.25874189086402,0.189047288559576,NA,-3.0797128625661,-0.246395925066777
