"ds","Residuals"
2000-01-01,-0.013114914398123
2001-01-01,0.071604873145455
2002-01-01,-0.0476640261171197
2003-01-01,-0.0561038771784932
2004-01-01,0.0956788902707412
2005-01-01,-0.0770443405452051
2006-01-01,0.124931483348629
2007-01-01,-0.0286809065917661
2008-01-01,0.0257262238925178
2009-01-01,0.0455069969731
2010-01-01,-0.053581639845123
2011-01-01,-0.0569753005513661
2012-01-01,0.0155478312333955
2013-01-01,0.0802503296938948
2014-01-01,0.0285346645037865
2015-01-01,-0.094062209215729
2016-01-01,-0.185430813088072
2017-01-01,-0.0783520570103364
2018-01-01,0.0132847520632354
