"ds","Residuals"
2000-01-01,-0.138177534144744
2001-01-01,0.000630584344110563
2002-01-01,-0.165134880885691
2003-01-01,-0.224268899948131
2004-01-01,0.123195269157606
2005-01-01,-0.237996612414057
2006-01-01,0.196237922245732
2007-01-01,0.0371039033183767
2008-01-01,0.18456807263065
2009-01-01,0.223376191297485
2010-01-01,0.0576107266633432
2011-01-01,-0.00152329156614117
2012-01-01,0.145965692601998
2013-01-01,0.28480903168865
2014-01-01,0.319078690806876
2015-01-01,0.0599807070571043
2016-01-01,-0.292519088515834
2017-01-01,-0.353674835997229
2018-01-01,-0.219404265971323
