"ds","yhat","yhat_lower","yhat_upper","trend"
2000-01-01,2.73817753414474,2.494761953319,2.98929944990637,-0.150795563166284
2001-01-01,2.79936941565589,2.54320878506541,3.04259496081255,-0.166170269533104
2002-01-01,2.76513488088569,2.49201036399231,3.0321036625106,-0.181502968552534
2003-01-01,2.72426889994813,2.48735984941882,2.98200795743408,-0.196835667514952
2004-01-01,2.67680473084239,2.42752781238852,2.93481582610761,-0.212168366468725
2005-01-01,2.73799661241406,2.46998716269238,2.98401216337115,-0.227543072774904
2006-01-01,2.70376207775427,2.44807339321965,2.96405907770619,-0.242875771683982
2007-01-01,2.66289609668162,2.41646101411461,2.89788101720927,-0.258208470781494
2008-01-01,2.61543192736935,2.35259935673561,2.85760114188385,-0.273541169941788
2009-01-01,2.67662380870251,2.42769142842257,2.92943534972816,-0.288915876486494
2010-01-01,2.64238927333666,2.39637415985353,2.90559148288081,-0.30424857610159
2011-01-01,2.60152329156614,2.34486986298569,2.852538413936,-0.319581275896942
2012-01-01,2.554034307398,2.30628072357537,2.8012146774815,-0.334938789913154
2013-01-01,2.61519096831135,2.34775060211832,2.8654160623772,-0.350348716877649
2014-01-01,2.58092130919312,2.31959709268767,2.83733469285686,-0.365716540245037
2015-01-01,2.5400192929429,2.28067565597546,2.80269281674095,-0.381085274520182
2016-01-01,2.49251908851583,2.23174510863589,2.75092289502769,-0.396454008795326
2017-01-01,2.55367483599723,2.29206645929108,2.81971586800007,-0.411864849191772
2018-01-01,2.51940426597132,2.28053499250244,2.77986400555664,-0.427233583466917
2019-01-01,2.47850224972097,2.20713638244582,2.73421363682425,-0.442602317742062
2020-01-01,2.43100204529402,2.18358658919293,2.69981801080985,-0.457971052017206
2021-01-01,2.49215779277533,2.22308548996419,2.74478081016353,-0.473381892413652
2022-01-01,2.45788722274941,2.20079259808178,2.70807421962955,-0.488750626688797
2023-01-01,2.41698520649918,2.18300074553256,2.67609777417845,-0.504119360963941
2024-01-01,2.36948500207201,2.09939921974856,2.60886453714524,-0.519488095239086
2025-01-01,2.43064074955347,2.18234562961497,2.70723300941001,-0.534898935635532
2026-01-01,2.39637017952751,2.16028659866831,2.64340565393213,-0.550267669910677
2027-01-01,2.35546816327717,2.08759941997563,2.58161107019193,-0.565636404185821
2028-01-01,2.30796795885027,2.04682679333516,2.57719266836141,-0.581005138460966
2029-01-01,2.36912370633156,2.10752900312001,2.61670453829373,-0.596415978857412
2030-01-01,2.33485313630579,2.09230311929974,2.58830358252016,-0.611784713132557
