"ds","yhat","yhat_lower","yhat_upper","trend"
1998-01-01,45.230537508357,39.4901505307619,51.3254270981518,-4.22534151287519
1999-01-01,44.0072435282448,37.6519454663724,49.6459162788211,-4.83090926592972
2000-01-01,42.6397502791079,36.4532565353734,48.8503221614528,-5.43647702064695
2001-01-01,43.8849297552395,38.014225714525,49.5266934037758,-6.04370386536598
2002-01-01,42.8066074047262,37.1328070372994,48.6611075812738,-6.6492716165059
2003-01-01,41.5833134269521,35.8336449517081,47.767667988584,-7.25483936722062
2004-01-01,40.2158201865763,33.8213849127475,46.1551744858035,-7.86040711318074
2005-01-01,41.4609996705341,35.5787249354374,47.2390038745366,-8.46763395007062
2006-01-01,40.3829905512144,34.4422742607628,46.1317157965557,-9.07288847001827
2007-01-01,39.1602485794625,33.123400653453,45.2163066174711,-9.67790421471114
2008-01-01,37.7936094713403,32.0032080175599,44.2788476390237,-10.2826178284172
2009-01-01,39.039830910436,33.302527812463,44.9769638297078,-10.8888027101698
2010-01-01,37.9634644773065,31.993765042682,43.6109191990997,-11.4924145439261
2011-01-01,36.7433185047788,31.1081971653073,42.6468733137528,-12.0948342893938
2012-01-01,35.3799140069758,29.5371145751515,41.4630568925137,-12.696313292782
2013-01-01,36.6293740859939,30.5606826369539,42.5548116490386,-13.2992595346115
2014-01-01,35.5563559490104,29.7393540764034,41.5287404925877,-13.8995230722202
2015-01-01,34.3384097892287,28.4627076897884,40.0324189255699,-14.4997430049438
2016-01-01,32.976331333981,27.3937854610946,39.0778465292828,-15.0998959657768
2017-01-01,34.2269405595801,28.8684692219153,40.3587163581608,-15.7016930610254
2018-01-01,33.154033119317,26.7957472182669,38.935576478473,-16.3018459019154
2019-01-01,31.9361540513662,25.7266082544591,37.8393090367355,-16.9019987428054
2020-01-01,30.5740757160639,24.2148113930496,36.491403927629,-17.5021515836954
2021-01-01,31.824684941661,26.0609586730878,38.0075972789589,-18.103948678944
2022-01-01,30.7517775013977,24.403274848503,36.4395926870288,-18.704101519834
2023-01-01,29.5338984334494,23.7374546696579,35.1503608568474,-19.304254360724
2024-01-01,28.1718200981424,22.3327972206306,34.1300420248191,-19.904407201614
2025-01-01,29.4224293237427,23.6520067408847,35.2517705274934,-20.5062042968626
2026-01-01,28.3495218834787,22.2653695939936,34.496879702555,-21.1063571377526
2027-01-01,27.1316428155282,20.7990395409528,32.8991564001356,-21.7065099786426
2028-01-01,25.7695644802271,19.9355610534821,31.2828416573515,-22.3066628195326
2029-01-01,27.0201737058237,21.0088311490678,32.9538715719603,-22.9084599147812
2030-01-01,25.9472662655638,19.6406052153533,31.806414925068,-23.5086127556712
2031-01-01,24.7293871976089,19.0987881431473,30.5831327512955,-24.1087655965612
2032-01-01,23.3673088623055,17.5915047847691,29.1427061623379,-24.7089184374512
2033-01-01,24.6179180879046,18.5888185114748,30.2279664503136,-25.3107155326998
