"ds","Residuals"
1998-01-01,9.56946249164299
1999-01-01,4.79275647175521
2000-01-01,3.86024972089209
2001-01-01,1.41507024476054
2002-01-01,2.3933925952738
2003-01-01,-0.383313426952142
2004-01-01,-1.51582018657627
2005-01-01,-3.66099967053407
2006-01-01,-1.78299055121441
2007-01-01,-2.36024857946247
2008-01-01,-1.99360947134031
2009-01-01,-6.239830910436
2010-01-01,-7.26346447730652
2011-01-01,-7.04331850477885
2012-01-01,-4.87991400697584
2013-01-01,-5.02937408599391
2014-01-01,-3.05635594901038
2015-01-01,-0.938409789228714
2016-01-01,0.723668666018959
2017-01-01,1.67305944041987
2018-01-01,3.54596688068298
2019-01-01,4.76384594863383
2020-01-01,3.42592428393612
2021-01-01,10.075315058339
