"ds","Actual","Prophet_Fitted","ETS_Fitted","LM_Fitted","ARIMA_Auto_Fitted"
1998-01-01,54.8,45.230537508357,54.5416336370426,44.8186412459638,54.7754926987139
1999-01-01,48.8,44.0072435282448,54.7999741081708,44.2174141631053,48.8869380610961
2000-01-01,46.5,42.6397502791079,48.8006012791402,43.6161870802467,43.5079004308727
2001-01-01,45.3,43.8849297552395,46.5002305515881,43.0133127999008,42.670551737491
2002-01-01,45.2,42.8066074047262,45.3001202794514,42.4120857170422,42.4518982974353
2003-01-01,41.2,41.5833134269521,45.2000100334159,41.8108586341836,43.139825934182
2004-01-01,38.7,40.2158201865763,41.2004008554954,41.209631551325,38.5846853852135
2005-01-01,37.8,41.4609996705341,38.7002505742274,40.6067572709791,36.1257810229827
2006-01-01,38.6,40.3829905512144,37.8000902173712,40.0055301881205,35.6966437220843
2007-01-01,36.8,39.1602485794625,38.599919838143,39.404303105262,37.2933341153398
2008-01-01,35.8,37.7936094713403,36.8001803764872,38.8030760224034,35.3586451284487
2009-01-01,32.8,39.039830910436,35.8001002316987,38.2002017420575,34.4785458959365
2010-01-01,30.7,37.9634644773065,32.800300650912,37.5989746591989,31.0203300418917
2011-01-01,29.7,36.7433185047788,30.7002104787365,36.9977475763403,28.8330408447211
2012-01-01,30.5,35.3799140069758,29.7001002347153,36.3965204934817,28.0696328926438
2013-01-01,31.6,36.6293740859939,30.4999198391469,35.7936462131358,29.5324401223392
2014-01-01,32.5,35.5563559490104,31.5998897569821,35.1924191302772,31.1962266355795
2015-01-01,33.4,34.3384097892287,32.4999097966919,34.5911920474186,32.4517227366102
2016-01-01,33.7,32.976331333981,33.3999097987002,33.98996496456,33.6102756073901
2017-01-01,35.9,34.2269405595801,33.6999699268739,33.3870906842142,33.9347440080798
2018-01-01,36.7,33.154033119317,35.8997795270168,32.7858636013556,36.6705716106182
2019-01-01,36.7,31.9361540513662,36.6999198070076,32.184636518497,37.4785947029136
2020-01-01,34,30.5740757160639,36.6999999919636,31.5834094356384,37.2663104638775
2021-01-01,41.9,31.824684941661,34.0002705767799,30.9805351552925,33.6757566772414
