"Model","MAE","MAPE","RMSE","R_Squared","AIC","BIC"
"Prophet",0.183763725713925,11.8387803641576,0.217191703610013,NA,NA,NA
"ETS",0.123549877904734,6.23236609827951,0.166864064256187,NA,-4.07963024853597,1.81063890320375
"Linear Regression",0.184847616841146,11.8635862838446,0.218021833867864,0.859672453770543,0.997366432972087,4.53152792401592
"ARIMA(Auto)",0.12295090573471,6.2746499092277,0.167029711842264,NA,-12.0711086886718,-9.80012025681349
