"ds","Prophet_Forecast","Prophet_Lower95","Prophet_Upper95","ETS_Forecast","ETS_Lower95","ETS_Upper95","LM_Forecast","LM_Lower95","LM_Upper95","ARIMA_Auto_Forecast","ARIMA_Auto_Lower95","ARIMA_Auto_Upper95"
2022-01-01,0.906883491988768,0.639046492290864,1.17861329894652,0.597008133102174,0.485825397861892,0.708190868342457,0.974257097370161,0.466349984825307,1.48216420991501,0.604347826086916,0.262418694451908,0.946276957721923
2023-01-01,0.821674784574828,0.530412150297111,1.10061277599661,0.494112909115561,0.352163124058211,0.636062694172911,0.974256195717907,0.466349032381232,1.48216335905458,0.508695652173832,0.0251348368451493,0.992256467502515
2024-01-01,0.724857670444856,0.439566249257027,1.00065085109172,0.391217685128948,0.232807867996644,0.549627502261252,0.974255294065653,0.466348079937111,1.48216250819419,0.413043478260748,-0.179195150318992,1.00528210684049
2025-01-01,0.66867235238083,0.371583119737717,0.943283915704809,0.288322461142334,0.121420046834412,0.455224875450256,0.974254392413399,0.466347127492945,1.48216165733385,0.317391304347664,-0.366466958922351,1.00124956761768
2026-01-01,0.595080298024684,0.337895098538295,0.865756902663983,0.185427237155721,0.0148202281835798,0.356034246127862,0.974253490761145,0.466346175048732,1.48216080647356,0.22173913043458,-0.542837651388771,0.98631591225793
2027-01-01,0.509871590610683,0.217059013076688,0.787363347720561,0.0825320131691076,-0.0892796370154402,0.254343663353655,0.97425258910889,0.466345222604473,1.48215995561331,0.126086956521496,-0.711464944177214,0.963638857220206
2028-01-01,0.413054476480889,0.143010029907948,0.670473105459028,-0.0203632108175058,-0.192915522997442,0.15218910136243,0.974251687456636,0.466344270160168,1.4821591047531,0.0304347826084119,-0.874224665706086,0.93509423092291
2029-01-01,0.356869158416834,0.10086219179212,0.623146410004877,-0.123258434804119,-0.298067551173924,0.051550681565686,0.974250785804383,0.466343317715817,1.48215825389295,-0.0652173913046719,-1.03233902196204,0.901904239352694
2030-01-01,0.283277104060599,0.0147870847349122,0.567122281753785,-0.226153658790732,-0.406606622822908,-0.0457006947585568,0.974249884152128,0.46634236527142,1.48215740303284,-0.160869565217756,-1.18665696012278,0.864917829687267
2031-01-01,0.198068396646586,-0.0868239624499099,0.466498457911592,-0.329048882777346,-0.520066371941649,-0.138031393613043,0.974248982499874,0.466341412826977,1.48215655217277,-0.25652173913084,-1.337796593461,0.824753115199317
2032-01-01,0.101251282516673,-0.181858381706881,0.379068559054738,-0.431944106763959,-0.639394698689657,-0.224493514838262,0.97424808084762,0.466340460382489,1.48215570131275,-0.352173913043924,-1.48622454756928,0.781876721481437
2033-01-01,0.0450659644527929,-0.210357013210517,0.310000247091792,-0.534839330750573,-0.764878171068751,-0.304800490432394,0.974247179195366,0.466339507937954,1.48215485045278,-0.447826086957008,-1.63230334411649,0.736651170202471
