"ds","Residuals"
2004-01-01,-0.032490228370524
2005-01-01,-0.943489134201173
2006-01-01,-0.837814135038022
2007-01-01,-0.852415101021645
2008-01-01,-0.587472522443296
2009-01-01,0.501528571935412
2010-01-01,0.507203571352902
2011-01-01,1.29260260585622
2012-01-01,1.45754518476521
2013-01-01,0.746546279322612
2014-01-01,0.652221278776262
2015-01-01,0.537620313185224
2016-01-01,0.702566195035734
2017-01-01,0.291570601716031
2018-01-01,-1.5027510957169
2019-01-01,-1.41734875831885
2020-01-01,-0.852402876438379
2021-01-01,0.336601530216298
