"ds","Residuals"
2004-01-01,-0.234396552691816
2005-01-01,-0.699757001982681
2006-01-01,-0.764938870811
2007-01-01,-0.930120739639319
2008-01-01,-0.795302608467638
2009-01-01,0.7393369422415
2010-01-01,0.57415507341318
2011-01-01,1.20897320458486
2012-01-01,1.24379133575654
2013-01-01,0.97843088646568
2014-01-01,0.713249017637361
2015-01-01,0.448067148809041
2016-01-01,0.482885279980723
2017-01-01,0.51752483068986
2018-01-01,-1.44765703813846
2019-01-01,-1.51283890696678
2020-01-01,-1.0780207757951
2021-01-01,0.55661877491404
