"Model","MAE","MAPE","RMSE","R_Squared","AIC","BIC"
"Prophet",0.780677221317261,20.2639231968406,0.879594067361971,NA,NA,NA
"ETS",0.450038646008177,10.9910120337917,0.751671115258823,NA,47.7502613347748,50.4213766084633
"Linear Regression",0.829225832721421,21.4483099106607,0.898654591804581,0.124193518475189,53.2349520387763,55.9060673124648
"ARIMA(Auto)",0.531273395064514,13.6193630643421,0.707971195994989,NA,45.2594003654525,47.930515639141
