"ds","Residuals"
2001-01-01,0.257142857142857
2002-01-01,0.0571428571428565
2003-01-01,0.157142857142857
2004-01-01,0.257142857142857
2005-01-01,-0.142857142857143
2006-01-01,-0.0428571428571434
2007-01-01,-0.142857142857143
2008-01-01,-0.0428571428571434
2009-01-01,-0.142857142857143
2010-01-01,-0.142857142857143
2011-01-01,-0.242857142857143
2012-01-01,0.257142857142857
2013-01-01,0.157142857142857
2014-01-01,0.0571428571428565
2015-01-01,-0.0428571428571434
2016-01-01,0.0571428571428565
2017-01-01,0.157142857142857
2018-01-01,-0.242857142857143
2019-01-01,-0.0428571428571434
2020-01-01,-0.142857142857143
2021-01-01,-0.0428571428571434
