"ds","Residuals"
2001-01-01,0.173946742757886
2002-01-01,0.00832883025340481
2003-01-01,0.104649321886287
2004-01-01,0.162922567535902
2005-01-01,-0.193115463337926
2006-01-01,-0.0587333767452114
2007-01-01,-0.162432848412321
2008-01-01,-0.104179566316326
2009-01-01,-0.160237616319557
2010-01-01,-0.12587549434404
2011-01-01,-0.229603907138623
2012-01-01,0.228620434172851
2013-01-01,0.172533364110089
2014-01-01,0.106866545751276
2015-01-01,0.00313813245306216
2016-01-01,0.061362472895276
2017-01-01,0.205275402245214
2018-01-01,-0.160391416285838
2019-01-01,0.0358801695936635
2020-01-01,-0.105895490329738
2021-01-01,0.0380174390202386
