"Model","MAE","MAPE","RMSE","R_Squared","AIC","BIC"
"Prophet",0.123905076281178,6.76298247878226,0.141266796347744,NA,NA,NA
"ETS",0.134705074864406,7.31534946890024,0.156064653122646,NA,-8.07939521666247,-4.9458279034922
"Linear Regression",0.128386353562236,6.9953625975623,0.148999477226749,0.0884010895432545,-14.3647058321056,-11.2311385189353
"ARIMA(Auto)",0.13469387755102,7.31463763450243,0.15605685341118,NA,-14.4210471190924,-12.3320022436456
