"Model","MAE","MAPE","RMSE","R_Squared","AIC","BIC"
"Prophet",0.453230479059747,17.6380135336165,0.551603426753943,NA,NA,NA
"ETS",0.535576068264792,21.1258449351495,0.635029565032232,NA,32.9978718906865,35.1220224939931
"Linear Regression",0.492293027619956,19.2550829866302,0.581708530218779,0.160798201387811,32.3145830797183,34.4387336830249
"ARIMA(Auto)",0.535555555555556,21.1250366941277,0.634997812769636,NA,32.9441442595609,34.3602446617653
