"ds","Prophet_Forecast","Prophet_Lower95","Prophet_Upper95","ETS_Forecast","ETS_Lower95","ETS_Upper95","LM_Forecast","LM_Lower95","LM_Upper95","ARIMA_Auto_Forecast","ARIMA_Auto_Lower95","ARIMA_Auto_Upper95"
2022-01-01,1.40955089379028,1.07608789308651,1.74467645642859,1.62484009987895,1.06281634626395,2.18686385349395,1.3916678877896,0.749662816622646,2.03367295895656,1.68189287633234,1.12386993395515,2.23991581870952
2023-01-01,1.32686507368,1.00357266796849,1.66355172456335,1.62484009987895,1.02320361608939,2.22647658366852,1.3916677369416,0.749662601572731,2.03367287231047,1.60364105266031,1.01079033813229,2.19649176718833
2024-01-01,1.24652432699017,0.905253526546843,1.56494588657923,1.62484009987895,0.986042622092888,2.26363757766502,1.39166758609359,0.749662386522757,2.03367278566443,1.57556609662481,0.978379852762411,2.17275234048722
2025-01-01,1.44141236563794,1.11171952307872,1.77614640867953,1.62484009987895,0.950927659998956,2.29875253975895,1.39166743524559,0.749662171472726,2.03367269901845,1.56549344758729,0.967751414690072,2.1632354804845
2026-01-01,1.35646385728783,1.04377203650439,1.69577751503029,1.62484009987895,0.917553923268535,2.33212627648937,1.39166728439758,0.749661956422636,2.03367261237253,1.56187961259125,0.964066075538832,2.15969314964367
2027-01-01,1.27377803717742,0.931598560116957,1.63289282637784,1.62484009987895,0.885685518872141,2.36399468088577,1.39166713354958,0.749661741372489,2.03367252572666,1.56058305164388,0.962760311130014,2.15840579215775
2028-01-01,1.19343729048796,0.851112892076944,1.5604576744994,1.62484009987895,0.855135446377022,2.39454475338089,1.39166698270157,0.749661526322283,2.03367243908086,1.56011787537212,0.962293950190245,2.15794180055399
2029-01-01,1.38832532913537,1.07347705716698,1.72033414443943,1.62484009987895,0.825752487272112,2.4239277124858,1.39166683185356,0.749661311272019,2.03367235243511,1.55995098081598,0.962126903142689,2.15777505848928
2030-01-01,1.30337682078593,0.929569934168452,1.63845664292736,1.62484009987895,0.79741229540241,2.4522679043555,1.39166668100556,0.749661096221697,2.03367226578942,1.55989110288463,0.962067005582499,2.15771520018676
2031-01-01,1.22069100067493,0.893320976161056,1.55989882563975,1.62484009987895,0.770011151714442,2.47966904804347,1.39166653015755,0.749660881171316,2.03367217914379,1.55986962005891,0.962045520230136,2.15769371988768
2032-01-01,1.14035025398548,0.786028200746355,1.47387199090354,1.62484009987895,0.743461469766323,2.50621872999159,1.39166637930955,0.749660666120878,2.03367209249822,1.55986191251474,0.96203781236073,2.15768601266874
2033-01-01,1.33523829263285,1.02329013659513,1.69071137020438,1.62484009987895,0.717688487071927,2.53199171268598,1.39166622846154,0.749660451070381,2.0336720058527,1.55985914722501,0.962035047029143,2.15768324742088
