"ds","Residuals"
1998-01-01,0.27192599923139
1999-01-01,0.254611889762472
2000-01-01,0.0349527068587534
2001-01-01,0.140064738760375
2002-01-01,-0.0749866824925716
2003-01-01,0.107699207967059
2004-01-01,0.0880400250303037
2005-01-01,-0.206847943122701
2006-01-01,-0.0218993644413514
2007-01-01,0.160786526029134
2008-01-01,-0.158872656957834
2009-01-01,-0.353760625165598
2010-01-01,-0.168812070335556
2011-01-01,-0.186126203795706
2012-01-01,-0.305785436334936
2013-01-01,-0.300673474977515
2014-01-01,-0.515724966689226
2015-01-01,-0.233039146628477
2016-01-01,0.347301600005035
2017-01-01,0.552413561357315
2018-01-01,-0.062637930292754
2019-01-01,0.320047889817732
2020-01-01,-0.0996113634926774
2021-01-01,0.405500597859836
