"ds","Residuals"
1998-01-01,0.308352559095628
1999-01-01,0.221385826781302
2000-01-01,-0.0655809055330211
2001-01-01,0.247488069735356
2002-01-01,-0.0394786625789674
2003-01-01,0.0735546051067092
2004-01-01,-0.0134121272076141
2005-01-01,-0.100343151939237
2006-01-01,0.0126901157464397
2007-01-01,0.125723383432116
2008-01-01,-0.261243348882207
2009-01-01,-0.24817437361383
2010-01-01,-0.135141105928153
2011-01-01,-0.222107838242477
2012-01-01,-0.4090745705568
2013-01-01,-0.196005595288423
2014-01-01,-0.482972327602746
2015-01-01,-0.26993905991707
2016-01-01,0.243094207768607
2017-01-01,0.656163183036984
2018-01-01,-0.0308035492773392
2019-01-01,0.282229718408337
2020-01-01,-0.204737013905986
2021-01-01,0.508331961362391
