"ds","yhat","yhat_lower","yhat_upper","trend"
1998-01-01,1.72807400076861,1.36675753538961,2.07385028941436,0.199343523506715
1999-01-01,1.64538811023753,1.28328728074245,1.98058242004298,0.186080777984307
2000-01-01,1.56504729314125,1.21791607043475,1.91253416912375,0.172818032476573
2001-01-01,1.75993526123963,1.39998573546896,2.09132152696479,0.159518950729389
2002-01-01,1.67498668249257,1.33213605417227,1.98643877152695,0.146256205230688
2003-01-01,1.59230079203294,1.2519079331473,1.96169108021587,0.132993459779868
2004-01-01,1.5119599749697,1.17572601897164,1.84807413267573,0.119730714304856
2005-01-01,1.7068479431227,1.37903970330452,2.03667128783093,0.106431632612638
2006-01-01,1.62189936444135,1.28831798925,1.98223907811345,0.0931688871793932
2007-01-01,1.53921347397087,1.18942730018667,1.85671619053306,0.0799061417177005
2008-01-01,1.45887265695783,1.11368829419152,1.80356620996651,0.0666433962929263
2009-01-01,1.6537606251656,1.31622297407553,1.97004894815368,0.0533443146552678
2010-01-01,1.56881207033556,1.22474751891618,1.8929928243009,0.0400815930736022
2011-01-01,1.48612620379571,1.15056537045725,1.83622748591219,0.0268188715426873
2012-01-01,1.40578543633494,1.0657075141937,1.7404371066032,0.0135561756700326
2013-01-01,1.60067347497752,1.27795867933831,1.95632251965332,0.000257164467210473
2014-01-01,1.51572496668923,1.17302394252452,1.85028176427036,-0.0130055105724595
2015-01-01,1.43303914662848,1.07373713595837,1.77298641324879,-0.0262681856245524
2016-01-01,1.35269839999497,1.01304642537379,1.68259309929546,-0.0395308606698988
2017-01-01,1.54758643864268,1.21647294805371,1.86248004883698,-0.0528298718676216
2018-01-01,1.46263793029275,1.13984513327831,1.8147647839891,-0.0660925469691756
2019-01-01,1.37995211018227,1.03987442690785,1.70947494315573,-0.0793552220707298
2020-01-01,1.29961136349268,0.981411518510182,1.68327426535789,-0.0926178971722839
2021-01-01,1.49449940214016,1.14732047539307,1.84144226950231,-0.105916908370007
2022-01-01,1.40955089379028,1.07608789308651,1.74467645642859,-0.119179583471561
2023-01-01,1.32686507368,1.00357266796849,1.66355172456335,-0.132442258573115
2024-01-01,1.24652432699017,0.905253526546843,1.56494588657923,-0.145704933674669
2025-01-01,1.44141236563794,1.11171952307872,1.77614640867953,-0.159003944872392
2026-01-01,1.35646385728783,1.04377203650439,1.69577751503029,-0.172266619973946
2027-01-01,1.27377803717742,0.931598560116957,1.63289282637784,-0.1855292950755
2028-01-01,1.19343729048796,0.851112892076944,1.5604576744994,-0.198791970177054
2029-01-01,1.38832532913537,1.07347705716698,1.72033414443943,-0.212090981374777
2030-01-01,1.30337682078593,0.929569934168452,1.63845664292736,-0.225353656476331
2031-01-01,1.22069100067493,0.893320976161056,1.55989882563975,-0.238616331577885
2032-01-01,1.14035025398548,0.786028200746355,1.47387199090354,-0.251879006679439
2033-01-01,1.33523829263285,1.02329013659513,1.69071137020438,-0.265178017877162
