"ds","Residuals"
1998-01-01,0.149209081896879
1999-01-01,-0.00779042152255993
2000-01-01,-0.304814395180404
2001-01-01,0.111628042099568
2002-01-01,-0.231015092530514
2003-01-01,-0.0427647971112617
2004-01-01,-0.126428176255571
2005-01-01,-0.178131228287127
2006-01-01,-0.0100831481918546
2007-01-01,0.0937687248478676
2008-01-01,-0.342051954997186
2009-01-01,-0.211384362042205
2010-01-01,-0.0306332206648476
2011-01-01,-0.118930994876466
2012-01-01,-0.273498052303818
2013-01-01,0.030981199021348
2014-01-01,-0.280853958310269
2015-01-01,0.0264353296710946
2016-01-01,0.516336744217543
2017-01-01,0.719090453016918
2018-01-01,-0.255609975499564
2019-01-01,0.142035834576523
2020-01-01,-0.412223409805281
2021-01-01,0.445250447402739
