"Model","MAE","MAPE","RMSE","R_Squared","AIC","BIC"
"Prophet",0.485299783743047,6.4539285217066,0.741528745891582,NA,NA,NA
"ETS",0.524822016393105,6.76062354036749,0.760433064297455,NA,36.9997318054436,40.1950184535199
"Linear Regression",0.494814435043431,6.58670284967805,0.748261671016934,0.699310818858619,37.6102079603622,39.5273799492079
"ARIMA(Auto)",0.780389266740943,11.2483855323938,0.99658918487956,NA,42.1855679803085,43.3154666952316
