"ds","yhat","yhat_lower","yhat_upper","trend"
2001-01-01,1.25082149984364,1.17198877309949,1.33403520298476,-0.434216240853514
2002-01-01,1.27288526971861,1.19085053246353,1.34457428018361,-0.414057324713204
2003-01-01,1.28414158875148,1.20733823209818,1.36137471801317,-0.393898409028372
2004-01-01,1.28459802957647,1.20743060688002,1.36017996334577,-0.373739494483213
2005-01-01,1.3315123916819,1.25508132251709,1.4093372221831,-0.353525349015308
2006-01-01,1.35358250568909,1.26962337669723,1.42913601637465,-0.333360088742716
2007-01-01,1.36485813840537,1.29200134615713,1.4414073350536,-0.313181859374495
2008-01-01,1.3653339095739,1.28302786074468,1.44881909658008,-0.293003614485791
2009-01-01,1.41226765647799,1.33795212137809,1.49343947107125,-0.272770084219133
2010-01-01,1.43435075760976,1.35758049931592,1.51070211098798,-0.252591836822057
2011-01-01,1.44562640835486,1.36808999622474,1.52040502215856,-0.23241358942498
2012-01-01,1.4461021820318,1.37626715467239,1.52761599576067,-0.212235342027903
2013-01-01,1.49303592893584,1.41859839782521,1.57117341380235,-0.192001811761246
2014-01-01,1.51511903006764,1.43788784881161,1.59540696568003,-0.171823564364169
2015-01-01,1.52639468081275,1.45170824349175,1.60537810862271,-0.151645316967093
2016-01-01,1.5268704544897,1.44483261976449,1.60386807847407,-0.131467069570016
2017-01-01,1.57380420139375,1.49622529566064,1.64724382761782,-0.111233539303358
2018-01-01,1.59588730252553,1.52040657731669,1.67117335550915,-0.0910552919062819
2019-01-01,1.60716295327063,1.5254984702691,1.68550396366455,-0.0708770445092052
2020-01-01,1.60763872694763,1.53071982196471,1.68448562087784,-0.0506987971121287
2021-01-01,1.65457247385169,1.57345464193141,1.72920546296278,-0.030465266845471
2022-01-01,1.67665557498341,1.59927948664884,1.753866385809,-0.0102870194483945
2023-01-01,1.68793122572854,1.60667426346134,1.76728134235266,0.00989122794868208
