"","k","m","delta.1","delta.2","delta.3","delta.4","delta.5","delta.6","delta.7","sigma_obs","beta.1","beta.2","beta.3","beta.4","beta.5","beta.6","beta.7","beta.8","beta.9","beta.10","beta.11","beta.12","beta.13","beta.14","beta.15","beta.16","beta.17","beta.18","beta.19","beta.20","trend"
"1",0.134466414145047,-0.289477493902343,-3.03818896986589e-09,-7.60197901092548e-09,6.78435674003524e-09,4.23212459333743e-05,8.65080132200642e-05,1.03526582046332e-07,1.67316470662307e-08,0.0408546505405151,0.0116859479092608,-1.12355313462045,0.0224199702242357,-1.02459835486048,0.0312502294046553,-0.859689398028612,0.0372250630474567,-0.628849777785695,0.0393930746465758,-0.332112409707063,0.0368032174727019,0.0304803902842345,0.0285048849791591,0.458876909995252,0.0135480022646528,0.95301604574116,-0.00901689568370977,1.51282730614662,-0.0401385644837738,2.1382308191229,-0.289477493902343
"2",0.134466414145047,-0.289477493902343,-3.03818896986589e-09,-7.60197901092548e-09,6.78435674003524e-09,4.23212459333743e-05,8.65080132200642e-05,1.03526582046332e-07,1.67316470662307e-08,0.0408546505405151,0.0116859479092608,-1.12355313462045,0.0224199702242357,-1.02459835486048,0.0312502294046553,-0.859689398028612,0.0372250630474567,-0.628849777785695,0.0393930746465758,-0.332112409707063,0.0368032174727019,0.0304803902842345,0.0285048849791591,0.458876909995252,0.0135480022646528,0.95301604574116,-0.00901689568370977,1.51282730614662,-0.0401385644837738,2.1382308191229,-0.276038216475469
"3",0.134466414145047,-0.289477493902343,-3.03818896986589e-09,-7.60197901092548e-09,6.78435674003524e-09,4.23212459333743e-05,8.65080132200642e-05,1.03526582046332e-07,1.67316470662307e-08,0.0408546505405151,0.0116859479092608,-1.12355313462045,0.0224199702242357,-1.02459835486048,0.0312502294046553,-0.859689398028612,0.0372250630474567,-0.628849777785695,0.0393930746465758,-0.332112409707063,0.0368032174727019,0.0304803902842345,0.0285048849791591,0.458876909995252,0.0135480022646528,0.95301604574116,-0.00901689568370977,1.51282730614662,-0.0401385644837738,2.1382308191229,-0.262598939352248
"4",0.134466414145047,-0.289477493902343,-3.03818896986589e-09,-7.60197901092548e-09,6.78435674003524e-09,4.23212459333743e-05,8.65080132200642e-05,1.03526582046332e-07,1.67316470662307e-08,0.0408546505405151,0.0116859479092608,-1.12355313462045,0.0224199702242357,-1.02459835486048,0.0312502294046553,-0.859689398028612,0.0372250630474567,-0.628849777785695,0.0393930746465758,-0.332112409707063,0.0368032174727019,0.0304803902842345,0.0285048849791591,0.458876909995252,0.0135480022646528,0.95301604574116,-0.00901689568370977,1.51282730614662,-0.0401385644837738,2.1382308191229,-0.249159662988809
"5",0.134466414145047,-0.289477493902343,-3.03818896986589e-09,-7.60197901092548e-09,6.78435674003524e-09,4.23212459333743e-05,8.65080132200642e-05,1.03526582046332e-07,1.67316470662307e-08,0.0408546505405151,0.0116859479092608,-1.12355313462045,0.0224199702242357,-1.02459835486048,0.0312502294046553,-0.859689398028612,0.0372250630474567,-0.628849777785695,0.0393930746465758,-0.332112409707063,0.0368032174727019,0.0304803902842345,0.0285048849791591,0.458876909995252,0.0135480022646528,0.95301604574116,-0.00901689568370977,1.51282730614662,-0.0401385644837738,2.1382308191229,-0.235683566010205
"6",0.134466414145047,-0.289477493902343,-3.03818896986589e-09,-7.60197901092548e-09,6.78435674003524e-09,4.23212459333743e-05,8.65080132200642e-05,1.03526582046332e-07,1.67316470662307e-08,0.0408546505405151,0.0116859479092608,-1.12355313462045,0.0224199702242357,-1.02459835486048,0.0312502294046553,-0.859689398028612,0.0372250630474567,-0.628849777785695,0.0393930746465758,-0.332112409707063,0.0368032174727019,0.0304803902842345,0.0285048849791591,0.458876909995252,0.0135480022646528,0.95301604574116,-0.00901689568370977,1.51282730614662,-0.0401385644837738,2.1382308191229,-0.222240059161811
"7",0.134466414145047,-0.289477493902343,-3.03818896986589e-09,-7.60197901092548e-09,6.78435674003524e-09,4.23212459333743e-05,8.65080132200642e-05,1.03526582046332e-07,1.67316470662307e-08,0.0408546505405151,0.0116859479092608,-1.12355313462045,0.0224199702242357,-1.02459835486048,0.0312502294046553,-0.859689398028612,0.0372250630474567,-0.628849777785695,0.0393930746465758,-0.332112409707063,0.0368032174727019,0.0304803902842345,0.0285048849791591,0.458876909995252,0.0135480022646528,0.95301604574116,-0.00901689568370977,1.51282730614662,-0.0401385644837738,2.1382308191229,-0.208787906249663
"8",0.134466414145047,-0.289477493902343,-3.03818896986589e-09,-7.60197901092548e-09,6.78435674003524e-09,4.23212459333743e-05,8.65080132200642e-05,1.03526582046332e-07,1.67316470662307e-08,0.0408546505405151,0.0116859479092608,-1.12355313462045,0.0224199702242357,-1.02459835486048,0.0312502294046553,-0.859689398028612,0.0372250630474567,-0.628849777785695,0.0393930746465758,-0.332112409707063,0.0368032174727019,0.0304803902842345,0.0285048849791591,0.458876909995252,0.0135480022646528,0.95301604574116,-0.00901689568370977,1.51282730614662,-0.0401385644837738,2.1382308191229,-0.195335742990527
"9",0.134466414145047,-0.289477493902343,-3.03818896986589e-09,-7.60197901092548e-09,6.78435674003524e-09,4.23212459333743e-05,8.65080132200642e-05,1.03526582046332e-07,1.67316470662307e-08,0.0408546505405151,0.0116859479092608,-1.12355313462045,0.0224199702242357,-1.02459835486048,0.0312502294046553,-0.859689398028612,0.0372250630474567,-0.628849777785695,0.0393930746465758,-0.332112409707063,0.0368032174727019,0.0304803902842345,0.0285048849791591,0.458876909995252,0.0135480022646528,0.95301604574116,-0.00901689568370977,1.51282730614662,-0.0401385644837738,2.1382308191229,-0.181846722812755
"10",0.134466414145047,-0.289477493902343,-3.03818896986589e-09,-7.60197901092548e-09,6.78435674003524e-09,4.23212459333743e-05,8.65080132200642e-05,1.03526582046332e-07,1.67316470662307e-08,0.0408546505405151,0.0116859479092608,-1.12355313462045,0.0224199702242357,-1.02459835486048,0.0312502294046553,-0.859689398028612,0.0372250630474567,-0.628849777785695,0.0393930746465758,-0.332112409707063,0.0368032174727019,0.0304803902842345,0.0285048849791591,0.458876909995252,0.0135480022646528,0.95301604574116,-0.00901689568370977,1.51282730614662,-0.0401385644837738,2.1382308191229,-0.168394557881371
