"ds","Residuals"
2002-01-01,0.276439187443055
2003-01-01,0.152477017165056
2004-01-01,0.229488714849005
2005-01-01,0.0492162491428028
2006-01-01,-0.0757073565853352
2007-01-01,-0.199669529368895
2008-01-01,-0.222669794860236
2009-01-01,-0.102961655927078
2010-01-01,-0.127938168226005
2011-01-01,-0.152006359033082
2012-01-01,-0.175150166094474
2013-01-01,-0.0555967127035338
2014-01-01,-0.0807436016963723
2015-01-01,-0.00495300797841725
2016-01-01,-0.0281885469163264
2017-01-01,0.0912910724486505
2018-01-01,0.0661202291387277
2019-01-01,0.14191082059451
2020-01-01,0.218675280400144
