"ds","yhat","yhat_lower","yhat_upper","trend"
2002-01-01,1.82356081255694,1.6370450564411,2.0227263352779,0.0581298764631641
2003-01-01,1.74752298283494,1.55279608977621,1.92926551388724,-0.0287739647944868
2004-01-01,1.670511285151,1.49133703338009,1.86387890721188,-0.115677805664278
2005-01-01,1.5507837508572,1.37189300251928,1.75069363391126,-0.202819738935239
2006-01-01,1.47570735658534,1.29128119504375,1.6794367504212,-0.289723579508435
2007-01-01,1.3996695293689,1.20757252279113,1.58753920727814,-0.376627418260521
2008-01-01,1.32266979486024,1.13679813994907,1.50472891654915,-0.463519295955028
2009-01-01,1.20296165592708,1.01180481489387,1.39750140037875,-0.55064183386532
2010-01-01,1.127938168226,0.941343624978756,1.31822383760563,-0.637492767867765
2011-01-01,1.05200635903308,0.852379543568301,1.24744843596046,-0.724290588596358
2012-01-01,0.975150166094474,0.793944846842521,1.15314929824169,-0.811038924720791
2013-01-01,0.855596712703534,0.674193863730492,1.05051313267311,-0.898006777088872
2014-01-01,0.780743601696372,0.59207977401668,0.973312518049124,-0.98468733439744
2015-01-01,0.704953007978417,0.510576328009302,0.895796486712329,-1.07134393965102
2016-01-01,0.628188546916326,0.444382241361757,0.82938601219834,-1.15800054389894
2017-01-01,0.508708927551349,0.315796574348682,0.693168290489411,-1.24489456224105
2018-01-01,0.433879770861272,0.245804385346163,0.625079090862294,-1.3315511652325
2019-01-01,0.35808917940549,0.175673201153907,0.551220955466394,-1.41820776822395
2020-01-01,0.281324719599856,0.0855838000772044,0.482823859201564,-1.5048643712154
2021-01-01,0.161845100234913,-0.025555106383598,0.337974912849814,-1.59175838955751
2022-01-01,0.0870159435448308,-0.101279244687023,0.276248158786549,-1.67841499254896
2023-01-01,0.0112253520890189,-0.159215323284642,0.198704282967612,-1.76507159554041
2024-01-01,-0.0655391077165812,-0.262949290516845,0.120340756890743,-1.85172819853185
2025-01-01,-0.18501872708156,-0.373815156340514,0.0155009059713059,-1.93862221687396
2026-01-01,-0.259847883771616,-0.450990572930026,-0.0644898235394163,-2.02527881986541
2027-01-01,-0.335638475227409,-0.532819420571431,-0.144183533448807,-2.11193542285686
2028-01-01,-0.412402935033064,-0.59209261241148,-0.226215905653928,-2.19859202584831
2029-01-01,-0.531882554397995,-0.723991408713148,-0.343127221377566,-2.28548604419042
2030-01-01,-0.606711711088148,-0.790329380276723,-0.404803840394308,-2.37214264718187
2031-01-01,-0.682502302543848,-0.877362904821968,-0.489310528336941,-2.45879925017332
2032-01-01,-0.759266762349504,-0.938527570077847,-0.563587101741402,-2.54545585316477
