"","k","m","delta.1","delta.2","delta.3","delta.4","delta.5","delta.6","delta.7","delta.8","delta.9","delta.10","delta.11","delta.12","delta.13","delta.14","sigma_obs","beta.1","beta.2","beta.3","beta.4","beta.5","beta.6","beta.7","beta.8","beta.9","beta.10","beta.11","beta.12","beta.13","beta.14","beta.15","beta.16","beta.17","beta.18","beta.19","beta.20","trend"
"1",-0.74534357785753,0.0276808935538876,3.32653678195518e-09,2.68178625691279e-09,-1.37991562193292e-10,1.56190172382932e-08,0.000102585769757077,6.32914125539721e-05,0.000287868185120607,0.000455533806010594,0.000424411986624296,0.000155244511046883,0.000426070473289988,0.000205428322876868,8.62518076282615e-09,1.07763293311854e-08,0.0709140914538316,-0.00434677513323115,0.111259406148072,-0.00859325430033399,0.109077158903747,-0.0126391509780329,0.105441561600799,-0.0163841964129669,0.100354836290923,-0.0197281510721097,0.0938200935245445,-0.0225708111318122,0.085841332121809,-0.0248120187872439,0.0764234387972125,-0.0263516747196114,0.0655721877281489,-0.0270897409363031,0.0532942400537719,-0.0269262557434157,0.0395971429708583,0.0276808935538876
"2",-0.74534357785753,0.0276808935538876,3.32653678195518e-09,2.68178625691279e-09,-1.37991562193292e-10,1.56190172382932e-08,0.000102585769757077,6.32914125539721e-05,0.000287868185120607,0.000455533806010594,0.000424411986624296,0.000155244511046883,0.000426070473289988,0.000205428322876868,8.62518076282615e-09,1.07763293311854e-08,0.0709140914538316,-0.00434677513323115,0.111259406148072,-0.00859325430033399,0.109077158903747,-0.0126391509780329,0.105441561600799,-0.0163841964129669,0.100354836290923,-0.0197281510721097,0.0938200935245445,-0.0225708111318122,0.085841332121809,-0.0248120187872439,0.0764234387972125,-0.0263516747196114,0.0655721877281489,-0.0270897409363031,0.0532942400537719,-0.0269262557434157,0.0395971429708583,-0.0137018879973747
"3",-0.74534357785753,0.0276808935538876,3.32653678195518e-09,2.68178625691279e-09,-1.37991562193292e-10,1.56190172382932e-08,0.000102585769757077,6.32914125539721e-05,0.000287868185120607,0.000455533806010594,0.000424411986624296,0.000155244511046883,0.000426070473289988,0.000205428322876868,8.62518076282615e-09,1.07763293311854e-08,0.0709140914538316,-0.00434677513323115,0.111259406148072,-0.00859325430033399,0.109077158903747,-0.0126391509780329,0.105441561600799,-0.0163841964129669,0.100354836290923,-0.0197281510721097,0.0938200935245445,-0.0225708111318122,0.085841332121809,-0.0248120187872439,0.0764234387972125,-0.0263516747196114,0.0655721877281489,-0.0270897409363031,0.0532942400537719,-0.0269262557434157,0.0395971429708583,-0.0550846693639419
"4",-0.74534357785753,0.0276808935538876,3.32653678195518e-09,2.68178625691279e-09,-1.37991562193292e-10,1.56190172382932e-08,0.000102585769757077,6.32914125539721e-05,0.000287868185120607,0.000455533806010594,0.000424411986624296,0.000155244511046883,0.000426070473289988,0.000205428322876868,8.62518076282615e-09,1.07763293311854e-08,0.0709140914538316,-0.00434677513323115,0.111259406148072,-0.00859325430033399,0.109077158903747,-0.0126391509780329,0.105441561600799,-0.0163841964129669,0.100354836290923,-0.0197281510721097,0.0938200935245445,-0.0225708111318122,0.085841332121809,-0.0248120187872439,0.0764234387972125,-0.0263516747196114,0.0655721877281489,-0.0270897409363031,0.0532942400537719,-0.0269262557434157,0.0395971429708583,-0.0965808280643997
"5",-0.74534357785753,0.0276808935538876,3.32653678195518e-09,2.68178625691279e-09,-1.37991562193292e-10,1.56190172382932e-08,0.000102585769757077,6.32914125539721e-05,0.000287868185120607,0.000455533806010594,0.000424411986624296,0.000155244511046883,0.000426070473289988,0.000205428322876868,8.62518076282615e-09,1.07763293311854e-08,0.0709140914538316,-0.00434677513323115,0.111259406148072,-0.00859325430033399,0.109077158903747,-0.0126391509780329,0.105441561600799,-0.0163841964129669,0.100354836290923,-0.0197281510721097,0.0938200935245445,-0.0225708111318122,0.085841332121809,-0.0248120187872439,0.0764234387972125,-0.0263516747196114,0.0655721877281489,-0.0270897409363031,0.0532942400537719,-0.0269262557434157,0.0395971429708583,-0.137963609289731
"6",-0.74534357785753,0.0276808935538876,3.32653678195518e-09,2.68178625691279e-09,-1.37991562193292e-10,1.56190172382932e-08,0.000102585769757077,6.32914125539721e-05,0.000287868185120607,0.000455533806010594,0.000424411986624296,0.000155244511046883,0.000426070473289988,0.000205428322876868,8.62518076282615e-09,1.07763293311854e-08,0.0709140914538316,-0.00434677513323115,0.111259406148072,-0.00859325430033399,0.109077158903747,-0.0126391509780329,0.105441561600799,-0.0163841964129669,0.100354836290923,-0.0197281510721097,0.0938200935245445,-0.0225708111318122,0.085841332121809,-0.0248120187872439,0.0764234387972125,-0.0263516747196114,0.0655721877281489,-0.0270897409363031,0.0532942400537719,-0.0269262557434157,0.0395971429708583,-0.179346389647867
"7",-0.74534357785753,0.0276808935538876,3.32653678195518e-09,2.68178625691279e-09,-1.37991562193292e-10,1.56190172382932e-08,0.000102585769757077,6.32914125539721e-05,0.000287868185120607,0.000455533806010594,0.000424411986624296,0.000155244511046883,0.000426070473289988,0.000205428322876868,8.62518076282615e-09,1.07763293311854e-08,0.0709140914538316,-0.00434677513323115,0.111259406148072,-0.00859325430033399,0.109077158903747,-0.0126391509780329,0.105441561600799,-0.0163841964129669,0.100354836290923,-0.0197281510721097,0.0938200935245445,-0.0225708111318122,0.085841332121809,-0.0248120187872439,0.0764234387972125,-0.0263516747196114,0.0655721877281489,-0.0270897409363031,0.0532942400537719,-0.0269262557434157,0.0395971429708583,-0.220723474264299
"8",-0.74534357785753,0.0276808935538876,3.32653678195518e-09,2.68178625691279e-09,-1.37991562193292e-10,1.56190172382932e-08,0.000102585769757077,6.32914125539721e-05,0.000287868185120607,0.000455533806010594,0.000424411986624296,0.000155244511046883,0.000426070473289988,0.000205428322876868,8.62518076282615e-09,1.07763293311854e-08,0.0709140914538316,-0.00434677513323115,0.111259406148072,-0.00859325430033399,0.109077158903747,-0.0126391509780329,0.105441561600799,-0.0163841964129669,0.100354836290923,-0.0197281510721097,0.0938200935245445,-0.0225708111318122,0.085841332121809,-0.0248120187872439,0.0764234387972125,-0.0263516747196114,0.0655721877281489,-0.0270897409363031,0.0532942400537719,-0.0269262557434157,0.0395971429708583,-0.262210397078724
"9",-0.74534357785753,0.0276808935538876,3.32653678195518e-09,2.68178625691279e-09,-1.37991562193292e-10,1.56190172382932e-08,0.000102585769757077,6.32914125539721e-05,0.000287868185120607,0.000455533806010594,0.000424411986624296,0.000155244511046883,0.000426070473289988,0.000205428322876868,8.62518076282615e-09,1.07763293311854e-08,0.0709140914538316,-0.00434677513323115,0.111259406148072,-0.00859325430033399,0.109077158903747,-0.0126391509780329,0.105441561600799,-0.0163841964129669,0.100354836290923,-0.0197281510721097,0.0938200935245445,-0.0225708111318122,0.085841332121809,-0.0248120187872439,0.0764234387972125,-0.0263516747196114,0.0655721877281489,-0.0270897409363031,0.0532942400537719,-0.0269262557434157,0.0395971429708583,-0.303567984698936
"10",-0.74534357785753,0.0276808935538876,3.32653678195518e-09,2.68178625691279e-09,-1.37991562193292e-10,1.56190172382932e-08,0.000102585769757077,6.32914125539721e-05,0.000287868185120607,0.000455533806010594,0.000424411986624296,0.000155244511046883,0.000426070473289988,0.000205428322876868,8.62518076282615e-09,1.07763293311854e-08,0.0709140914538316,-0.00434677513323115,0.111259406148072,-0.00859325430033399,0.109077158903747,-0.0126391509780329,0.105441561600799,-0.0163841964129669,0.100354836290923,-0.0197281510721097,0.0938200935245445,-0.0225708111318122,0.085841332121809,-0.0248120187872439,0.0764234387972125,-0.0263516747196114,0.0655721877281489,-0.0270897409363031,0.0532942400537719,-0.0269262557434157,0.0395971429708583,-0.34490028028398
