"ds","Residuals"
2002-01-01,-0.00315136677009362
2003-01-01,-0.000814595250856762
2004-01-01,0.105142068659331
2005-01-01,0.0274791648789783
2006-01-01,-0.0093160435965595
2007-01-01,-0.0662279382969087
2008-01-01,-0.0608400962772828
2009-01-01,0.0279923601216775
2010-01-01,0.0203154934363966
2011-01-01,-0.000135963128686983
2012-01-01,-0.0350217222809946
2013-01-01,0.0446121411756581
2014-01-01,-0.0136179207000492
2015-01-01,0.0610467747505786
2016-01-01,-0.0249345864551057
2017-01-01,0.0418804328785995
2018-01-01,-0.0754603730245115
2019-01-01,-0.0188786336570252
2020-01-01,0.0375630378053341
